colour	y	x	key	tooltip	clickSelects	showSelected1	showSelected2	fill	row_in_group	na_group
#FF0000	2	-1.03637174112739	rpart2	rpart fold 2 MSE=0.092	2	rpart	sin easy 121	#FF0000	27	0
#FF0000	2	-1.20402184422457	rpart2	rpart fold 2 MSE=0.063	2	rpart	sin easy 165	#FF0000	28	0
#FF0000	2	-1.30408158049007	rpart2	rpart fold 2 MSE=0.050	2	rpart	sin easy 226	#FF0000	29	0
#FF0000	2	-1.26784505195212	rpart2	rpart fold 2 MSE=0.054	2	rpart	sin easy 308	#FF0000	30	0
#FF0000	2	-1.30194068432635	rpart2	rpart fold 2 MSE=0.050	2	rpart	sin easy 421	#FF0000	31	0
#FF0000	2	-1.26728340959065	rpart2	rpart fold 2 MSE=0.054	2	rpart	sin easy 575	#FF0000	32	0
#FF0000	2	-1.24093313791623	rpart2	rpart fold 2 MSE=0.057	2	rpart	sin easy 785	#FF0000	33	0
#FF0000	2	-1.3342784143036	rpart2	rpart fold 2 MSE=0.046	2	rpart	sin easy 1072	#FF0000	34	0
#FF0000	2	-1.30095699474296	rpart2	rpart fold 2 MSE=0.050	2	rpart	sin easy 1464	#FF0000	35	0
#FF0000	2	-1.29536473425425	rpart2	rpart fold 2 MSE=0.051	2	rpart	sin easy 2000	#FF0000	36	0
#FF0000	2	-0.272395847411473	rpart3	rpart fold 3 MSE=0.534	3	rpart	sin easy 10	#FF0000	37	0
#FF0000	2	-0.259002064331294	rpart3	rpart fold 3 MSE=0.551	3	rpart	sin easy 14	#FF0000	38	0
#FF0000	2	-0.278033877348198	rpart3	rpart fold 3 MSE=0.527	3	rpart	sin easy 19	#FF0000	39	0
#FF0000	2	-0.343085460601043	rpart3	rpart fold 3 MSE=0.454	3	rpart	sin easy 25	#FF0000	40	0
#FF0000	2	-0.336974817682253	rpart3	rpart fold 3 MSE=0.460	3	rpart	sin easy 35	#FF0000	41	0
#FF0000	2	-0.590711490573161	rpart3	rpart fold 3 MSE=0.257	3	rpart	sin easy 48	#FF0000	42	0
#FF0000	2	-0.795570862691714	rpart3	rpart fold 3 MSE=0.160	3	rpart	sin easy 65	#FF0000	43	0
#FF0000	2	-0.904826319154226	rpart3	rpart fold 3 MSE=0.125	3	rpart	sin easy 89	#FF0000	44	0
#FF0000	2	-1.0681725639496	rpart3	rpart fold 3 MSE=0.085	3	rpart	sin easy 121	#FF0000	45	0
#FF0000	2	-1.11615807109594	rpart3	rpart fold 3 MSE=0.077	3	rpart	sin easy 165	#FF0000	46	0
#FF0000	2	-1.18683663159039	rpart3	rpart fold 3 MSE=0.065	3	rpart	sin easy 226	#FF0000	47	0
#FF0000	2	-1.27712752959277	rpart3	rpart fold 3 MSE=0.053	3	rpart	sin easy 308	#FF0000	48	0
#FF0000	2	-1.31815725807745	rpart3	rpart fold 3 MSE=0.048	3	rpart	sin easy 421	#FF0000	49	0
#FF0000	2	-1.25942529445696	rpart3	rpart fold 3 MSE=0.055	3	rpart	sin easy 575	#FF0000	50	0
#FF0000	2	-1.27333739969254	rpart3	rpart fold 3 MSE=0.053	3	rpart	sin easy 785	#FF0000	51	0
#FF0000	2	-1.36878096389412	rpart3	rpart fold 3 MSE=0.043	3	rpart	sin easy 1072	#FF0000	52	0
#FF0000	2	-1.36187149961169	rpart3	rpart fold 3 MSE=0.043	3	rpart	sin easy 1464	#FF0000	53	0
#FF0000	2	-1.36332887213767	rpart3	rpart fold 3 MSE=0.043	3	rpart	sin easy 2000	#FF0000	54	0
#FF0000	2	-0.301669969241905	rpart4	rpart fold 4 MSE=0.499	4	rpart	sin easy 10	#FF0000	55	0
#FF0000	2	-0.29614883047987	rpart4	rpart fold 4 MSE=0.506	4	rpart	sin easy 14	#FF0000	56	0
#FF0000	2	-0.327831987633613	rpart4	rpart fold 4 MSE=0.470	4	rpart	sin easy 19	#FF0000	57	0
#FF0000	2	-0.336274074614933	rpart4	rpart fold 4 MSE=0.461	4	rpart	sin easy 25	#FF0000	58	0
#FF0000	2	-0.368942618469573	rpart4	rpart fold 4 MSE=0.428	4	rpart	sin easy 35	#FF0000	59	0
#FF0000	2	-0.625349689503292	rpart4	rpart fold 4 MSE=0.237	4	rpart	sin easy 48	#FF0000	60	0
#FF0000	2	-0.709251713554138	rpart4	rpart fold 4 MSE=0.195	4	rpart	sin easy 65	#FF0000	61	0
#FF0000	2	-0.926242256870578	rpart4	rpart fold 4 MSE=0.119	4	rpart	sin easy 89	#FF0000	62	0
#FF0000	2	-0.993434610750245	rpart4	rpart fold 4 MSE=0.102	4	rpart	sin easy 121	#FF0000	63	0
#FF0000	2	-1.05761709124726	rpart4	rpart fold 4 MSE=0.088	4	rpart	sin easy 165	#FF0000	64	0
#FF0000	2	-1.24401901764208	rpart4	rpart fold 4 MSE=0.057	4	rpart	sin easy 226	#FF0000	65	0
#FF0000	2	-1.18637556065412	rpart4	rpart fold 4 MSE=0.065	4	rpart	sin easy 308	#FF0000	66	0
#FF0000	2	-1.21825969626104	rpart4	rpart fold 4 MSE=0.060	4	rpart	sin easy 421	#FF0000	67	0
#FF0000	2	-1.21641334471702	rpart4	rpart fold 4 MSE=0.061	4	rpart	sin easy 575	#FF0000	68	0
#FF0000	2	-1.22712436203456	rpart4	rpart fold 4 MSE=0.059	4	rpart	sin easy 785	#FF0000	69	0
#FF0000	2	-1.28528103800812	rpart4	rpart fold 4 MSE=0.052	4	rpart	sin easy 1072	#FF0000	70	0
#FF0000	2	-1.29218511704162	rpart4	rpart fold 4 MSE=0.051	4	rpart	sin easy 1464	#FF0000	71	0
#FF0000	2	-1.2503765298469	rpart4	rpart fold 4 MSE=0.056	4	rpart	sin easy 2000	#FF0000	72	0
#FF0000	2	-0.304895193677652	rpart5	rpart fold 5 MSE=0.496	5	rpart	sin easy 10	#FF0000	73	0
#FF0000	2	-0.303492277688444	rpart5	rpart fold 5 MSE=0.497	5	rpart	sin easy 14	#FF0000	74	0
#FF0000	2	-0.304886944745361	rpart5	rpart fold 5 MSE=0.496	5	rpart	sin easy 19	#FF0000	75	0
#FF0000	2	-0.294909211982411	rpart5	rpart fold 5 MSE=0.507	5	rpart	sin easy 25	#FF0000	76	0
#FF0000	2	-0.442849499534604	rpart5	rpart fold 5 MSE=0.361	5	rpart	sin easy 35	#FF0000	77	0
#FF0000	2	-0.620939488309201	rpart5	rpart fold 5 MSE=0.239	5	rpart	sin easy 48	#FF0000	78	0
#FF0000	2	-0.911861545400739	rpart5	rpart fold 5 MSE=0.123	5	rpart	sin easy 65	#FF0000	79	0
#FF0000	2	-0.909095210691701	rpart5	rpart fold 5 MSE=0.123	5	rpart	sin easy 89	#FF0000	80	0
#FF0000	2	-1.01709717374906	rpart5	rpart fold 5 MSE=0.096	5	rpart	sin easy 121	#FF0000	81	0
#FF0000	2	-1.08626112808493	rpart5	rpart fold 5 MSE=0.082	5	rpart	sin easy 165	#FF0000	82	0
#FF0000	2	-1.16900099954607	rpart5	rpart fold 5 MSE=0.068	5	rpart	sin easy 226	#FF0000	83	0
#FF0000	2	-1.19437666260385	rpart5	rpart fold 5 MSE=0.064	5	rpart	sin easy 308	#FF0000	84	0
#FF0000	2	-1.24042568559858	rpart5	rpart fold 5 MSE=0.057	5	rpart	sin easy 421	#FF0000	85	0
#FF0000	2	-1.26477236926875	rpart5	rpart fold 5 MSE=0.054	5	rpart	sin easy 575	#FF0000	86	0
#FF0000	2	-1.29260881373151	rpart5	rpart fold 5 MSE=0.051	5	rpart	sin easy 785	#FF0000	87	0
#FF0000	2	-1.28053727119642	rpart5	rpart fold 5 MSE=0.052	5	rpart	sin easy 1072	#FF0000	88	0
#FF0000	2	-1.28160702952642	rpart5	rpart fold 5 MSE=0.052	5	rpart	sin easy 1464	#FF0000	89	0
#FF0000	2	-1.27963805116072	rpart5	rpart fold 5 MSE=0.053	5	rpart	sin easy 2000	#FF0000	90	0
#FF0000	2	-0.286544441287748	rpart6	rpart fold 6 MSE=0.517	6	rpart	sin easy 10	#FF0000	91	0
#FF0000	2	-0.298827773758067	rpart6	rpart fold 6 MSE=0.503	6	rpart	sin easy 14	#FF0000	92	0
#FF0000	2	-0.299871087270016	rpart6	rpart fold 6 MSE=0.501	6	rpart	sin easy 19	#FF0000	93	0
#FF0000	2	-0.326331850649888	rpart6	rpart fold 6 MSE=0.472	6	rpart	sin easy 25	#FF0000	94	0
#FF0000	2	-0.388815373486522	rpart6	rpart fold 6 MSE=0.408	6	rpart	sin easy 35	#FF0000	95	0
#FF0000	2	-0.551714339600192	rpart6	rpart fold 6 MSE=0.281	6	rpart	sin easy 48	#FF0000	96	0
#FF0000	2	-0.598270447688941	rpart6	rpart fold 6 MSE=0.252	6	rpart	sin easy 65	#FF0000	97	0
#FF0000	2	-0.895271321360154	rpart6	rpart fold 6 MSE=0.127	6	rpart	sin easy 89	#FF0000	98	0
#FF0000	2	-0.950800097354679	rpart6	rpart fold 6 MSE=0.112	6	rpart	sin easy 121	#FF0000	99	0
#FF0000	2	-1.14844799633395	rpart6	rpart fold 6 MSE=0.071	6	rpart	sin easy 165	#FF0000	100	0
#FF0000	2	-1.207614283655	rpart6	rpart fold 6 MSE=0.062	6	rpart	sin easy 226	#FF0000	101	0
#FF0000	2	-1.25360792361514	rpart6	rpart fold 6 MSE=0.056	6	rpart	sin easy 308	#FF0000	102	0
#FF0000	2	-1.30290216467628	rpart6	rpart fold 6 MSE=0.050	6	rpart	sin easy 421	#FF0000	103	0
#FF0000	2	-1.2893536157067	rpart6	rpart fold 6 MSE=0.051	6	rpart	sin easy 575	#FF0000	104	0
#FF0000	2	-1.30851612305237	rpart6	rpart fold 6 MSE=0.049	6	rpart	sin easy 785	#FF0000	105	0
#FF0000	2	-1.28373440792255	rpart6	rpart fold 6 MSE=0.052	6	rpart	sin easy 1072	#FF0000	106	0
#FF0000	2	-1.29739249986213	rpart6	rpart fold 6 MSE=0.050	6	rpart	sin easy 1464	#FF0000	107	0
#FF0000	2	-1.28171061415246	rpart6	rpart fold 6 MSE=0.052	6	rpart	sin easy 2000	#FF0000	108	0
#0000FF	1	-0.263149991194429	featureless1	featureless fold 1 MSE=0.546	1	featureless	sin easy 10	#0000FF	109	0
#0000FF	1	-0.253645970442366	featureless1	featureless fold 1 MSE=0.558	1	featureless	sin easy 14	#0000FF	110	0
#0000FF	1	-0.263367406449034	featureless1	featureless fold 1 MSE=0.545	1	featureless	sin easy 19	#0000FF	111	0
#0000FF	1	-0.262351305597745	featureless1	featureless fold 1 MSE=0.547	1	featureless	sin easy 25	#0000FF	112	0
#0000FF	1	-0.255216425223227	featureless1	featureless fold 1 MSE=0.556	1	featureless	sin easy 35	#0000FF	113	0
#0000FF	1	-0.262533474265033	featureless1	featureless fold 1 MSE=0.546	1	featureless	sin easy 48	#0000FF	114	0
#0000FF	1	-0.256619425898816	featureless1	featureless fold 1 MSE=0.554	1	featureless	sin easy 65	#0000FF	115	0
#0000FF	1	-0.251223312000492	featureless1	featureless fold 1 MSE=0.561	1	featureless	sin easy 89	#0000FF	116	0
#0000FF	1	-0.251320013099531	featureless1	featureless fold 1 MSE=0.561	1	featureless	sin easy 121	#0000FF	117	0
#0000FF	1	-0.249640417103692	featureless1	featureless fold 1 MSE=0.563	1	featureless	sin easy 165	#0000FF	118	0
#0000FF	1	-0.250143592502292	featureless1	featureless fold 1 MSE=0.562	1	featureless	sin easy 226	#0000FF	119	0
#0000FF	1	-0.257826302750699	featureless1	featureless fold 1 MSE=0.552	1	featureless	sin easy 308	#0000FF	120	0
#0000FF	1	-0.256187025846997	featureless1	featureless fold 1 MSE=0.554	1	featureless	sin easy 421	#0000FF	121	0
#0000FF	1	-0.257861767833688	featureless1	featureless fold 1 MSE=0.552	1	featureless	sin easy 575	#0000FF	122	0
#0000FF	1	-0.261047140529519	featureless1	featureless fold 1 MSE=0.548	1	featureless	sin easy 785	#0000FF	123	0
#0000FF	1	-0.263181769970694	featureless1	featureless fold 1 MSE=0.546	1	featureless	sin easy 1072	#0000FF	124	0
#0000FF	1	-0.263003340333399	featureless1	featureless fold 1 MSE=0.546	1	featureless	sin easy 1464	#0000FF	125	0
#0000FF	1	-0.262813538736254	featureless1	featureless fold 1 MSE=0.546	1	featureless	sin easy 2000	#0000FF	126	0
#0000FF	1	-0.281412135577668	featureless2	featureless fold 2 MSE=0.523	2	featureless	sin easy 10	#0000FF	127	0
#0000FF	1	-0.3056569488246	featureless2	featureless fold 2 MSE=0.495	2	featureless	sin easy 14	#0000FF	128	0
#0000FF	1	-0.297817757657029	featureless2	featureless fold 2 MSE=0.504	2	featureless	sin easy 19	#0000FF	129	0
#0000FF	1	-0.285600682352604	featureless2	featureless fold 2 MSE=0.518	2	featureless	sin easy 25	#0000FF	130	0
#0000FF	1	-0.290875598175966	featureless2	featureless fold 2 MSE=0.512	2	featureless	sin easy 35	#0000FF	131	0
#0000FF	1	-0.305941879635995	featureless2	featureless fold 2 MSE=0.494	2	featureless	sin easy 48	#0000FF	132	0
#0000FF	1	-0.305603233388196	featureless2	featureless fold 2 MSE=0.495	2	featureless	sin easy 65	#0000FF	133	0
#0000FF	1	-0.303257054780283	featureless2	featureless fold 2 MSE=0.497	2	featureless	sin easy 89	#0000FF	134	0
#0000FF	1	-0.300984760094589	featureless2	featureless fold 2 MSE=0.500	2	featureless	sin easy 121	#0000FF	135	0
#0000FF	1	-0.296644603477655	featureless2	featureless fold 2 MSE=0.505	2	featureless	sin easy 165	#0000FF	136	0
#0000FF	1	-0.298992206235589	featureless2	featureless fold 2 MSE=0.502	2	featureless	sin easy 226	#0000FF	137	0
#0000FF	1	-0.301893110347717	featureless2	featureless fold 2 MSE=0.499	2	featureless	sin easy 308	#0000FF	138	0
#0000FF	1	-0.299533699483255	featureless2	featureless fold 2 MSE=0.502	2	featureless	sin easy 421	#0000FF	139	0
#0000FF	1	-0.302511463314089	featureless2	featureless fold 2 MSE=0.498	2	featureless	sin easy 575	#0000FF	140	0
#0000FF	1	-0.304937334129445	featureless2	featureless fold 2 MSE=0.496	2	featureless	sin easy 785	#0000FF	141	0
#0000FF	1	-0.305821479878214	featureless2	featureless fold 2 MSE=0.495	2	featureless	sin easy 1072	#0000FF	142	0
#0000FF	1	-0.305944010939907	featureless2	featureless fold 2 MSE=0.494	2	featureless	sin easy 1464	#0000FF	143	0
#0000FF	1	-0.305922979267882	featureless2	featureless fold 2 MSE=0.494	2	featureless	sin easy 2000	#0000FF	144	0
#0000FF	1	-0.272395847411473	featureless3	featureless fold 3 MSE=0.534	3	featureless	sin easy 10	#0000FF	145	0
#0000FF	1	-0.259002064331294	featureless3	featureless fold 3 MSE=0.551	3	featureless	sin easy 14	#0000FF	146	0
#0000FF	1	-0.278033877348198	featureless3	featureless fold 3 MSE=0.527	3	featureless	sin easy 19	#0000FF	147	0
#0000FF	1	-0.2743734545577	featureless3	featureless fold 3 MSE=0.532	3	featureless	sin easy 25	#0000FF	148	0
#0000FF	1	-0.275092155832361	featureless3	featureless fold 3 MSE=0.531	3	featureless	sin easy 35	#0000FF	149	0
#0000FF	1	-0.278585581790734	featureless3	featureless fold 3 MSE=0.527	3	featureless	sin easy 48	#0000FF	150	0
#0000FF	1	-0.279452498245635	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 65	#0000FF	151	0
#0000FF	1	-0.280046917641453	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 89	#0000FF	152	0
#0000FF	1	-0.279904204490199	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 121	#0000FF	153	0
#0000FF	1	-0.279682243716429	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 165	#0000FF	154	0
#0000FF	1	-0.280019544344123	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 226	#0000FF	155	0
#0000FF	1	-0.279810655021778	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 308	#0000FF	156	0
#0000FF	1	-0.279937522263565	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 421	#0000FF	157	0
#0000FF	1	-0.27979120757888	featureless3	featureless fold 3 MSE=0.525	3	featureless	sin easy 575	#0000FF	158	0
#0000FF	1	-0.279105255782734	featureless3	featureless fold 3 MSE=0.526	3	featureless	sin easy 785	#0000FF	159	0
#0000FF	1	-0.27792986777285	featureless3	featureless fold 3 MSE=0.527	3	featureless	sin easy 1072	#0000FF	160	0
#0000FF	1	-0.278075494290445	featureless3	featureless fold 3 MSE=0.527	3	featureless	sin easy 1464	#0000FF	161	0
#0000FF	1	-0.278561183708448	featureless3	featureless fold 3 MSE=0.527	3	featureless	sin easy 2000	#0000FF	162	0
#0000FF	1	-0.301669969241905	featureless4	featureless fold 4 MSE=0.499	4	featureless	sin easy 10	#0000FF	163	0
#0000FF	1	-0.29614883047987	featureless4	featureless fold 4 MSE=0.506	4	featureless	sin easy 14	#0000FF	164	0
#0000FF	1	-0.327831987633613	featureless4	featureless fold 4 MSE=0.470	4	featureless	sin easy 19	#0000FF	165	0
#0000FF	1	-0.320839715651816	featureless4	featureless fold 4 MSE=0.478	4	featureless	sin easy 25	#0000FF	166	0
#0000FF	1	-0.312515372602577	featureless4	featureless fold 4 MSE=0.487	4	featureless	sin easy 35	#0000FF	167	0
#0000FF	1	-0.32864764538106	featureless4	featureless fold 4 MSE=0.469	4	featureless	sin easy 48	#0000FF	168	0
#0000FF	1	-0.326904851400021	featureless4	featureless fold 4 MSE=0.471	4	featureless	sin easy 65	#0000FF	169	0
#0000FF	1	-0.322719600649517	featureless4	featureless fold 4 MSE=0.476	4	featureless	sin easy 89	#0000FF	170	0
#0000FF	1	-0.322050788477823	featureless4	featureless fold 4 MSE=0.476	4	featureless	sin easy 121	#0000FF	171	0
#0000FF	1	-0.318660432410436	featureless4	featureless fold 4 MSE=0.480	4	featureless	sin easy 165	#0000FF	172	0
#0000FF	1	-0.325371528898035	featureless4	featureless fold 4 MSE=0.473	4	featureless	sin easy 226	#0000FF	173	0
#0000FF	1	-0.325156810868404	featureless4	featureless fold 4 MSE=0.473	4	featureless	sin easy 308	#0000FF	174	0
#0000FF	1	-0.323480356786885	featureless4	featureless fold 4 MSE=0.475	4	featureless	sin easy 421	#0000FF	175	0
#0000FF	1	-0.325102158143155	featureless4	featureless fold 4 MSE=0.473	4	featureless	sin easy 575	#0000FF	176	0
#0000FF	1	-0.326156853243078	featureless4	featureless fold 4 MSE=0.472	4	featureless	sin easy 785	#0000FF	177	0
#0000FF	1	-0.328305274592424	featureless4	featureless fold 4 MSE=0.470	4	featureless	sin easy 1072	#0000FF	178	0
#0000FF	1	-0.328061362204009	featureless4	featureless fold 4 MSE=0.470	4	featureless	sin easy 1464	#0000FF	179	0
#0000FF	1	-0.327055230173904	featureless4	featureless fold 4 MSE=0.471	4	featureless	sin easy 2000	#0000FF	180	0
#0000FF	1	-0.304895193677652	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 10	#0000FF	181	0
#0000FF	1	-0.303492277688444	featureless5	featureless fold 5 MSE=0.497	5	featureless	sin easy 14	#0000FF	182	0
#0000FF	1	-0.304886944745361	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 19	#0000FF	183	0
#0000FF	1	-0.284580899224403	featureless5	featureless fold 5 MSE=0.519	5	featureless	sin easy 25	#0000FF	184	0
#0000FF	1	-0.279879617968097	featureless5	featureless fold 5 MSE=0.525	5	featureless	sin easy 35	#0000FF	185	0
#0000FF	1	-0.295422153611623	featureless5	featureless fold 5 MSE=0.506	5	featureless	sin easy 48	#0000FF	186	0
#0000FF	1	-0.301312805902905	featureless5	featureless fold 5 MSE=0.500	5	featureless	sin easy 65	#0000FF	187	0
#0000FF	1	-0.298580372656131	featureless5	featureless fold 5 MSE=0.503	5	featureless	sin easy 89	#0000FF	188	0
#0000FF	1	-0.300736417429112	featureless5	featureless fold 5 MSE=0.500	5	featureless	sin easy 121	#0000FF	189	0
#0000FF	1	-0.298786552840027	featureless5	featureless fold 5 MSE=0.503	5	featureless	sin easy 165	#0000FF	190	0
#0000FF	1	-0.304638782261637	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 226	#0000FF	191	0
#0000FF	1	-0.303315538705175	featureless5	featureless fold 5 MSE=0.497	5	featureless	sin easy 308	#0000FF	192	0
#0000FF	1	-0.303786862120588	featureless5	featureless fold 5 MSE=0.497	5	featureless	sin easy 421	#0000FF	193	0
#0000FF	1	-0.305064566157455	featureless5	featureless fold 5 MSE=0.495	5	featureless	sin easy 575	#0000FF	194	0
#0000FF	1	-0.30424584081761	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 785	#0000FF	195	0
#0000FF	1	-0.305003746724558	featureless5	featureless fold 5 MSE=0.495	5	featureless	sin easy 1072	#0000FF	196	0
#0000FF	1	-0.304901890212801	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 1464	#0000FF	197	0
#0000FF	1	-0.30428765153223	featureless5	featureless fold 5 MSE=0.496	5	featureless	sin easy 2000	#0000FF	198	0
#0000FF	1	-0.286544441287748	featureless6	featureless fold 6 MSE=0.517	6	featureless	sin easy 10	#0000FF	199	0
#0000FF	1	-0.298827773758067	featureless6	featureless fold 6 MSE=0.503	6	featureless	sin easy 14	#0000FF	200	0
#0000FF	1	-0.299871087270016	featureless6	featureless fold 6 MSE=0.501	6	featureless	sin easy 19	#0000FF	201	0
#0000FF	1	-0.305986266272981	featureless6	featureless fold 6 MSE=0.494	6	featureless	sin easy 25	#0000FF	202	0
#0000FF	1	-0.303334893058413	featureless6	featureless fold 6 MSE=0.497	6	featureless	sin easy 35	#0000FF	203	0
#0000FF	1	-0.299220692951163	featureless6	featureless fold 6 MSE=0.502	6	featureless	sin easy 48	#0000FF	204	0
#0000FF	1	-0.289158807319568	featureless6	featureless fold 6 MSE=0.514	6	featureless	sin easy 65	#0000FF	205	0
#0000FF	1	-0.297058801345019	featureless6	featureless fold 6 MSE=0.505	6	featureless	sin easy 89	#0000FF	206	0
#0000FF	1	-0.295719688539905	featureless6	featureless fold 6 MSE=0.506	6	featureless	sin easy 121	#0000FF	207	0
#0000FF	1	-0.298772270379544	featureless6	featureless fold 6 MSE=0.503	6	featureless	sin easy 165	#0000FF	208	0
#0000FF	1	-0.294055329939037	featureless6	featureless fold 6 MSE=0.508	6	featureless	sin easy 226	#0000FF	209	0
#0000FF	1	-0.300551842801267	featureless6	featureless fold 6 MSE=0.501	6	featureless	sin easy 308	#0000FF	210	0
#0000FF	1	-0.299719887088705	featureless6	featureless fold 6 MSE=0.502	6	featureless	sin easy 421	#0000FF	211	0
#0000FF	1	-0.296325058730163	featureless6	featureless fold 6 MSE=0.505	6	featureless	sin easy 575	#0000FF	212	0
#0000FF	1	-0.30029737076989	featureless6	featureless fold 6 MSE=0.501	6	featureless	sin easy 785	#0000FF	213	0
#0000FF	1	-0.298189121550319	featureless6	featureless fold 6 MSE=0.503	6	featureless	sin easy 1072	#0000FF	214	0
#0000FF	1	-0.297298438164843	featureless6	featureless fold 6 MSE=0.504	6	featureless	sin easy 1464	#0000FF	215	0
#0000FF	1	-0.298570310999324	featureless6	featureless fold 6 MSE=0.503	6	featureless	sin easy 2000	#0000FF	216	0
#FF0000	2	0.49383244760574	rpart1	rpart fold 1 MSE=3.118	1	rpart	sin hard 10	#FF0000	217	0
#FF0000	2	0.492243294804455	rpart1	rpart fold 1 MSE=3.106	1	rpart	sin hard 14	#FF0000	218	0
#FF0000	2	0.499095754885258	rpart1	rpart fold 1 MSE=3.156	1	rpart	sin hard 19	#FF0000	219	0
#FF0000	2	0.475455698999258	rpart1	rpart fold 1 MSE=2.989	1	rpart	sin hard 48	#FF0000	222	2
#FF0000	2	0.479856487358497	rpart1	rpart fold 1 MSE=3.019	1	rpart	sin hard 65	#FF0000	223	2
#FF0000	2	0.428565799760442	rpart1	rpart fold 1 MSE=2.683	1	rpart	sin hard 89	#FF0000	224	2
#FF0000	2	0.460203210416156	rpart1	rpart fold 1 MSE=2.885	1	rpart	sin hard 121	#FF0000	225	2
#FF0000	2	0.465253143873381	rpart1	rpart fold 1 MSE=2.919	1	rpart	sin hard 165	#FF0000	226	2
#FF0000	2	0.453664704785246	rpart1	rpart fold 1 MSE=2.842	1	rpart	sin hard 226	#FF0000	227	2
#FF0000	2	0.427880636472733	rpart1	rpart fold 1 MSE=2.678	1	rpart	sin hard 308	#FF0000	228	2
#FF0000	2	0.454390973891536	rpart1	rpart fold 1 MSE=2.847	1	rpart	sin hard 421	#FF0000	229	2
